frequency|word
1|-
1|10
5|13855
1|1936
1|1960
1|1961
1|1978
1|1980
1|1984
2|1986
1|1988
4|1998
3|2002
1|2006
1|2010
1|2014
1|24th
200|?
1|Afghanistan
1|Alençon
7|America
1|Apoxyomenos
1|Arles
1|Arlington
1|Astrakhan
1|Athens
1|Australia–France
2|Bagotville
1|Basilica
5|Battle
1|Bavaria
1|Beach
1|Belgium
1|Bendigo
2|Berlin
1|Białystok
1|Blois
1|Bobo
1|Bologna
1|Bosch
1|Braunschweig
2|Brazil
1|Brighton
1|Brown
1|Bunte
2|CFB
2|Canada
1|Castello
1|Catalonia
1|Cemetery
1|Centraal
1|Chanteur
2|Chicago
1|China
1|Città
1|Clare
1|College
2|Comics
1|Courtyard
2|Crimean
1|Croatian
1|Croce
8|Cup
2|Czech
1|D.C.
5|DSM
1|Daelenbroekstraat
1|Daugavpils
1|Denali
1|Dioulasso
1|Domenichino
1|Dominican
1|Empire
2|England
1|Enschedesestraat
1|Espoo
1|Estepa
1|Etu-Töölö
1|Eurasia
7|FIFA
1|Fields
1|Florence
5|France
1|Fuji
1|G8
2|Gabon
1|Georgia
7|Germany
1|Harran
1|Hasselt
1|Havana
1|Howard
1|Hungary
1|Huron
8|I
1|Ireland
4|Italy
1|Japan
1|Jheronimus
1|Jongstraat
1|Kardinaal
1|Kendall-Jackson
3|Kingdom
1|Kvitfjell
2|Kyiv
2|Lake
2|Lepoglava
1|Lingotto
1|Linköping
1|Lithuania
3|London
1|Luxembourg
1|Lübeck
1|Maarheeze
1|Manillavägen
1|Marcial
2|Marvel
1|Mesopotamia
1|Mexican–American
1|Morocco
3|Moscow
1|Mount
1|Munich
2|Musée
1|National
1|Neustadt
1|Newport
1|North
1|Norway
1|Oakland
1|Oeble-om-wei
1|Old
11|Olympics
1|Ontario
1|Organization
1|Oval
1|Paris
1|People's
1|Plata
5|Poland
6|Polarstern
1|Princeton
1|Putterhof
6|RV
5|Republic
1|Republik
1|Residency
1|Return
1|Rodin
1|Rome
1|Rotterdam
1|Route
1|Ruinerwold
1|Russia
1|Russian
1|Ryder
1|Río
5|Salinibacter
1|Salvador
1|San
1|Santa
1|Schaapvijver
1|Siege
1|Sirens
1|Slottsbacken
1|Speed
7|States
2|Summer
1|Swansea
1|Sweden
1|Tegel
2|The
1|Trade
2|Trafalgar
2|Ukraine
1|Ullevi
1|Ulysses
10|United
3|University
1|Venus
1|Vienna
1|Visions
1|Volgograd
13|War
3|Warsaw
1|Warsaw,
1|Washington,
1|Western
54|What
45|Where
101|Which
10|Winter
16|World
1|Wrocław
1|Würzburg
1|XVe
6|administrative
3|and
1|architectural
45|are
4|armed
8|art
32|as
98|at
1|battle
17|be
1|border
3|building
1|business
17|can
2|championship
1|city
1|classification
1|collection
1|collections
4|conflict
1|conflicts
1|country
1|cultural
1|d'Orsay
3|de
1|dependent
1|di
1|disaster
2|du
1|election
11|event
10|events
1|facilities
1|factory
1|fair
1|florentin
17|found
1|from
1|genius
4|geographic
1|group
1|groups
21|has
11|have
2|in
1|institutions
1|interior
123|is
21|its
1|la
1|landform
82|located
38|location
7|locations
4|method
1|movement
1|museum
1|musée
1|national
1|natural
35|of
2|organization
1|organizations
2|peninsula
17|place
2|program
1|proportional
1|railway
10|recurring
1|region
1|representation
1|roads
5|ruber
1|scheme
4|scientific
1|sequence
60|situated
1|siècle
1|skating
2|social
1|space
5|sports
3|stadia
1|station
1|strike
1|structure
1|subdivision
1|summit
1|telescope
2|television
1|tennis
7|territory
1|text
30|the
11|their
4|tournament
2|tournaments
2|v
5|venue
1|war
1|wars
17|where
1|wine-producing
5|work
3|works
1|world
