frequency|word
2|1st
2|2016
200|?
2|A.
4|Academy
1|Aciman
1|Ailly-sur-Noye
1|Akhurbek
1|Aki
2|Alan
1|Albert
1|Alberto
2|Albor
1|Albrecht
1|Alexander
1|Alexandr
2|Alfthan
2|Altrincham
1|Amand
1|America:
1|American
2|Anand
2|Anderson
1|Andrei
1|André
1|Andy
1|Angela's
1|Anna
1|Anne
1|Annette
1|Annie
1|Anosov
1|Anthony
1|Antoine
2|Anton
1|Apanasenko
1|Aramayo
2|Aretha
1|Armed
1|Armstrong
1|Army
1|Arnold
1|Arts
1|Ashes
1|Astaškin
4|Athlete
1|Avatar
11|Award
1|Award—Artist
1|Ayrault
3|Bachmann
1|Bara
1|Barack
2|Baron
1|Bartels
2|Bassée
1|Bazarey
2|Beharry
1|Beregovoy,
1|Bernhard
1|Berry
1|Bessonov
9|Best
1|Bewitched
1|Bilderling
1|Bohnstedt
1|Borisovich
1|Borodyansky
1|Boven
2|Boyken
1|Brackenbury
1|Brandreth
1|Brault
1|Brock
1|Brodersen
2|Brouquier
1|Browne
1|Brownjohn
2|Brun
1|Bunimovich
2|Caffort
1|Captain
1|Carafa
1|Carlo
1|Carlos
5|Charles
1|Chasers
1|Chatel-Chéhéry
1|Chauvelin
2|Christoph
1|Civil
1|Colbert,
1|Cole
1|Combrisson
2|Comeback
1|Commander
2|Connor
2|Conti
1|Cooke-Collis
1|Corcoran
1|Cospedal
1|Croissy
1|Crosbie
1|Cross
1|Crouching
1|D.
1|Danish
1|Daugaviete
1|David
1|Decaisne
1|Defrasne
1|Deinboll
2|Devine
1|Dick
1|Dinescu
1|Dolores
1|Doronin
1|Dragon
1|Dunkirk
1|E.
4|ESPY
2|Edward
1|Emperor
1|Ephraim
1|Erler
1|Erna
1|Ernesto
1|Esgonnière
2|F.
2|Fantasy
2|Fernández
1|Fiction
1|Floyd
1|Forces
1|Fortis
1|Fourcade
1|Francesco
2|Francisco
2|Franco
1|Frank
2|Franklin
1|Fred
1|Fritz
1|Gagarin
1|Gallagher
1|Garfield
1|Garrow
1|Geggel
1|General
2|George
2|Georgy
1|Germain
