frequency|word
499|?
1|Africa
1|African
3|Aires
1|Akershus
1|Algeria
74|America
2|Amsterdam
2|Angeles
2|Antwerp
3|Argentina
1|Arizona
1|Arucas,
8|Australia
1|Australia,
1|Austria
1|Austria,
1|Azerbaijan
1|Bangladesh
1|Barcelona
3|Bavaria
1|Beemster
1|Belarus
2|Belgrade
2|Belize
1|Belém
5|Berlin
2|Bosnia
20|Brazil
3|Britain
3|Buenos
1|Bulgaria
1|Cameroon
3|Canada
1|Canada,
1|Cape
1|Central
2|Chicago
1|Chile
3|China
12|City
1|Colombia
1|Congo
2|Czech
5|D.C.
6|Denmark
1|Derbyshire
2|Dominican
1|East
26|England
4|Finland
1|Finland,
6|Flag
57|France
1|Gabon,
30|Germany
1|Gijón
3|Great
2|Grenada
1|Guinea
5|Hamburg
2|Herzegovina
2|Houston
5|Hungary
4|India
1|Indonesia
2|Iran
4|Ireland
3|Israel
15|Italy
1|Italy,
6|Japan
2|Jerusalem
3|Kazakhstan
1|Kenya
34|Kingdom
1|Labrador
1|Laos
2|Las
2|Libya
1|Lisbon
2|Lithuania
2|Los
1|Luxembourg
4|Madrid
1|Majorca
5|Mexico
1|Montreal
1|Morocco
4|Moscow
1|Naples
1|Nations
2|Nepal
16|Netherlands
13|New
1|Newfoundland
2|Nigeria
1|Niue
3|Norway
1|Orleans
1|Ottawa
1|Palmas
1|Papua
1|Paraguay
11|Paris
1|Pennsylvania
3|People's
1|Peru
8|Poland
1|Portugal
1|President
6|Republic
3|Republic,
6|Romania
1|Romania,
1|Rotterdam
9|Russia
2|Russia,
1|Saba,
1|Senegal
4|Serbia
2|Singapore
1|Sochi
2|Somalia
1|South
4|Soviet
9|Spain
1|Springfield
74|States
7|Sweden
4|Switzerland
1|Taiwan
2|Tbilisi
1|Thailand
2|Toronto
2|Turkey
1|Uganda
4|Ukraine
4|Union
102|United
1|Valencia
1|Valladolid
4|Vatican
1|Vegas
1|Verde
1|Voronezh
8|Warsaw
5|Washington,
308|What
203|Which
1|Yemen
8|York
1|Zaporizhzhya
3|Zealand
7|administrative
31|and
24|are
42|arms
29|as
477|associated
1|be
1|by
1|can
42|coat
1|described
334|flag
22|flags
31|has
2|have
453|is
29|its
162|name
4|named
305|of
4|territories
3|territory
171|the
1|their
477|with
1|Łódź
