frequency|word
1|(3R)-hydroxymyristoyl-ACP
1|(5-methylaminomethyl-2-thiouridylate)
1|(CheY-like)
1|(Cone
1|(Fe-S)-binding
1|(FtsB-like)
1|(G
1|(H+)
1|(PrpB)
1|(TorYZ),
1|(bifunctional
1|(decarboxylating)
2|(dimethylallyl)adenosine
1|(glutamate--tRNA
2|(guanine-N(1)-)-methyltransferase
1|(heme
1|(in
1|(pseudouridine(1915)-N(3))-methyltransferase
1|(quinone)
1|(uracil-5-)-methyltransferase
1|-methyltransferase
32|1
2|1,
1|1,3-N-acetyl-beta-D-glucosaminyltransferase
1|1,4-alpha-glucan
1|1,4-dihydroxy-2-naphthoate
1|1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]
1|1-B
2|1-acyl-SN-glycerol-3-phosphate
1|1-acyl-sn-glycerol-3-phosphate
1|1-acylglycerol-3-phosphate
1|1-carboxyvinyltransferase
1|1-dehydrogenase
1|1-phosphatidylinositol
1|1-pyrroline-5-carboxylate
1|1-related
3|10
5|11
1|113
1|114
2|12
1|120
3|13
1|13-mers
1|138
4|14
1|15
3|16S
1|17,
1|18
1|19
3|1A
1|1L4
33|2
3|2,
1|2,3,4,5-tetrahydropyridine-2,6-carboxylate
1|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate
3|2,4-cyclodiphosphate
1|2,4-dienoyl-CoA
3|2-C-methyl-D-erythritol
1|2-deoxyribose-5-phosphate
2|2-epimerase
2|2-isopropylmalate
1|2-ketoacid
1|2-like
1|2-octaprenylphenol
2|2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid
1|2-succinylbenzoate-CoA
1|20
1|21
1|23
2|23S
1|24
2|25
3|26
1|260
1|28
1|28S
10|2A
1|2A,
1|2B17
1|2B19
1|2C
1|2K
18|3
2|3,
2|3-dehydroquinate
2|3-demethylubiquinone-9
1|3-deoxy-D-manno-octulosonate
1|3-deoxy-manno-octulosonate
2|3-hydroxybutyryl-CoA
1|3-hydroxylase
2|3-isopropylmalate
1|3-ketodihydrosphingosine
1|3-kinase
2|3-methyltransferase
1|3-oxo-5-alpha-steroid
1|3-oxoacyl-ACP
1|3-oxosteroid
1|3-phosphate
1|3-phosphoshikimate
19|30S
1|32
1|35
1|36
1|3A
1|3B
7|4
1|4'-phosphopantetheinyl
2|4,5-bisphosphate
1|4-alpha-glucanotransferase
1|4-amino-4-deoxy-L-arabinose
1|4-beta-N-acetylgalactosaminyltransferase
