frequency|word
200|?
2|Abdul
2|Academy
2|Africa
1|Aires
2|Al
1|Albufeira
1|Algeria
1|Alzheimer's
11|America
1|André-Citroën
1|Anne
1|Archibald
1|Armed
1|Armstrong
4|Army
1|Atanasoff
1|August
1|Augustin
4|Australia
1|Baarn
2|Bande
1|Barbara
1|Bartholdy
1|Bartholomew
1|Benito
1|Beregovoy,
1|Bermuda
2|Bertrand
1|Beuno's
1|Białystok
1|Bile
1|Binnenbedijkte
1|Bob
1|Boslough
2|Brazil
1|Brisbane
4|British
1|Brittany
1|Brussels
1|Buenos
1|Burdenko
1|Burkina
2|Canada
1|Caputh
1|Carey
1|Cecilia
1|Centre
1|Chair
1|Charles
1|Chernyakhovsk
1|China
1|Church
1|City
2|Clausel
1|Cole
1|College
1|Coubertin
1|Cyrillic
1|Czechoslovakia
1|D.C.
1|Dimitri
2|Dimorphotheca
1|Dominican
1|Duras
1|E.
1|Earth
1|Einsteinhaus
1|Emmanuel
2|Emmen
1|England
1|Enschede
6|Europe
2|Evangelist
1|Fallersleben
1|Faso
1|Faustin-Hélie
1|Felix
1|Ferdinand
2|Fever
1|Finland
1|Forces
15|France
1|France,
2|Francis
1|Frank
2|French
1|Friedrich
1|Félix
1|Gagarin
1|Garibaldi
1|General
1|Geneva
1|Geographical
1|Georgia
1|Georgy
6|Germany
1|Gury
1|HMS
1|Hallerstein
1|Haute-Marne
1|Heinrich
1|Hoevelaken
1|Hoffmann
1|Hope
2|Hungary
2|II
1|Ignatian
1|India
1|Jaurès
1|Jean
1|Jeanne-d'Arc
1|Jelgava
2|John
1|Jonasson
1|K.
1|Kao
1|Kneipp
1|Krishna
2|Lake
1|Lars
1|Leiden
2|Leverkusen
2|Line
2|London
2|Louis-le-Grand
1|Lucy
1|Luke
1|Lusatian
2|Lycée
1|Maas
1|Maasvallei
1|Madrid
1|Marchuk
1|Marguerite
2|Mark
1|Mendelssohn
1|Mendeléyev,
2|Military
1|Montin
1|Moores
1|Moscow
1|Mussolini
1|Neil
1|New
1|Nikolay
1|Norway
2|Noura
1|Nykvist
2|Open
1|Order
1|Ordos
1|Orne
2|Paulo
1|Peel
1|People's
1|Peter
2|Petroc
2|Pierre
1|Pikachu
1|Political
1|Prague
2|Rahman
1|Read
1|Reed
2|Republic
1|Reynolds
1|Richardson
1|Robert
1|Rowland
1|Royal
6|Russia
1|Républicaine
1|République
1|S.
7|Saint
1|Saint-Paul
2|Saud
1|Savoy
1|Sebastian
1|Sempach,
1|Seoul
1|Sherwood
1|Sixtus
1|Society
1|Spain
1|Spirituality
1|Spivakov
1|St
1|Staff
1|Stanisław
11|States
1|Sven
1|Sweden
1|Switzerland
2|São
1|Toyota
1|Trialeti
11|United
1|Urusov
1|Vadim
1|Varignon
1|Victor
3|Vienna
1|Vincent
1|Vladimir
1|Voisin
1|Warsaw
1|Washington,
1|Waterschap
20|What
180|Which
2|White
1|William
1|Wissembourg
1|York
1|Yuri
1|Zürich
1|abbreviation
5|abstract
11|administrative
62|after
11|and
1|architect
4|architectural
28|are
1|art
44|as
22|astronomical
1|battleship
5|being
2|bint
1|blood
1|boulevard
1|chemical
1|church
1|city
1|cobalt
3|collectable
2|come
16|comes
1|compound
2|country
1|cultural
2|culture
1|culture,
1|day
1|de
1|deity
1|dependent
1|disease
2|divisions
2|ecklonis
1|en
17|eponym
23|etymology
2|event
1|fabrièsite,
4|farmer
4|fictional
1|flammable
1|française
2|french
1|frigate
18|from
1|gadolinium
8|geographic
1|gottardiite
9|group
43|has
1|have
1|human
4|identifier
1|inheritance
1|interchange
1|iodine
110|is
43|its
2|landform
1|lion
11|location
1|locations
1|marathon
1|mendeleevite-(Ce),
1|merchant
1|minerals
1|mitochondrion
1|mode
1|movement
62|named
37|namesake
2|namesakes
22|object
98|of
3|organization
17|origin
1|painter
1|park
4|part
7|people
23|person
1|physical
1|plattnerite
1|poet
1|political
1|polygon
1|property
1|quai
1|rail
1|recurring
2|release
1|reynoldsite
12|road
3|roads
3|rue
1|script
1|settlement
12|ship
2|snake
9|social
2|society
1|solid
1|speech
1|sports
1|statement
3|states
1|still
2|street
1|streets
4|structure
2|subdivisions
1|tailor
1|taxon
2|temple
3|temples
9|territory
61|the
1|their
1|thigh
24|toponym
1|transport
1|tschernichite
28|type
6|types
1|university
1|urusovite
1|venues
1|vessel
1|von
1|water
6|watercourse
1|waters
1|wine
1|work
2|à
1|Łojasiewicz
