frequency|word
195|?
1|Aires
1|Algeria
34|America
1|Amsterdam
1|Argentina
1|Arizona
1|Arucas,
2|Australia
1|Austria
1|Azerbaijan
1|Barcelona
1|Bavaria
1|Beemster
2|Belgrade
2|Belize
1|Belém
2|Berlin
12|Brazil
3|Britain
1|Buenos
1|Bulgaria
1|Canada
2|City
1|Colombia
1|D.C.
2|Denmark
1|Derbyshire
1|Dominican
10|England
2|Finland
1|Finland,
1|Flag
18|France
9|Germany
3|Great
1|Hamburg
4|Hungary
1|India
1|Iran
4|Ireland
2|Israel
6|Italy
1|Italy,
4|Japan
2|Jerusalem
1|Kazakhstan
1|Kenya
12|Kingdom
1|Labrador
1|Laos
2|Las
2|Libya
2|Mexico
1|Morocco
1|Moscow
1|Naples
2|Nepal
6|Netherlands
2|New
1|Newfoundland
2|Nigeria
1|Niue
1|Orleans
1|Palmas
4|Paris
4|Poland
1|President
1|Republic
3|Romania
1|Rotterdam
4|Russia
2|Russia,
2|Serbia
2|Somalia
1|Soviet
4|Spain
34|States
1|Sweden
2|Switzerland
1|Tbilisi
1|Thailand
1|Uganda
1|Ukraine
1|Union
42|United
1|Valladolid
1|Vatican
1|Vegas
1|Voronezh
5|Warsaw
1|Washington,
125|What
75|Which
1|York
2|administrative
14|and
11|are
19|arms
14|as
184|associated
19|coat
125|flag
11|flags
16|has
173|is
14|its
65|name
2|named
127|of
2|territory
68|the
184|with
1|Łódź
