frequency|word
1|11th
3|1st
1|3rd
1|5th
200|?
1|Acton
1|Adele
2|Adolf
1|Adolph
1|Agneta
3|Albert
1|Albrecht
1|Alexis,
1|Alfonso
1|Alois
1|Alwin
1|Ameena
2|Anatolij
1|András
1|Anna
1|Anthony
2|Antonino
1|Antun
1|Aquitaine
1|Armand
1|Arne
1|Arnold,
1|Arnulf
1|Arsenis
2|Arthur
1|August
1|Auguste
4|Augustus
1|Bachelet
1|Baptist
1|Bar
1|Barack
2|Barjatinskij
2|Baron
3|Baronet
1|Beauchamp
1|Beaumont
2|Beck
1|Begum
1|Bentheim
1|Bernhard
1|Berthier
1|Bertrand
1|Betsy
1|Beuno
1|Blanche
1|Blokhin
2|Blomfield
1|Bohr,
1|Bondy
1|Boris
1|Brandybuck
1|Brittany
2|Brooks
1|Brulé
5|Brunswick-Lüneburg
1|Brunswick-Wolfenbüttel,
1|Bulgaria
1|Böhm
3|Carl
1|Carlo
1|Castile
1|Catherine
1|Chabaud-Latour
1|Chakraborty
1|Champagne
2|Charles
1|Charlotte
2|Christian
1|Clara
1|Consort
2|Constance
1|Coucheron
4|Count
2|Countess
1|Courtenay,
2|Cristina,
1|Daozi
2|David
1|De
1|Deligiannis
1|Denis
3|Denmark
1|Dering,
1|Devon
1|Dharker
1|Dibiasi
1|Dino
1|Domingo
1|Dominicus
1|Dominikovna
1|Donald
1|Dorohostajski
3|Duchess
12|Duke
2|Earl
1|Edward
1|Eggen
1|Einstein
1|Eleanor
1|Elinor
1|Elisabeth
4|Elizabeth
1|Emile
1|Emmanuel
4|Emperor
1|England,
1|Ernest
1|Eskil
1|Eva
1|Fauré-Fremiet
1|Feodorovna,
4|Ferdinand
2|Ferdinand,
1|Ferrigno
2|Ferriz
1|Fett
1|Fiorillo
1|Flanders
1|Fletcher
1|Florit
3|France
1|France,
2|Francis
1|Francis,
1|Franciszek
1|Franz
1|François
3|Frederick
1|Fredrik
1|Freudenberg
1|Friedrich
1|Fulk
1|Gabriel
1|Gabriel,
2|Galilei
2|Galileo
1|García
2|Gemmingen
8|George
1|Georges
1|Gerry
1|Gniński
1|Godebski
1|Gogh,
1|Gottfried
1|Great
1|Gruault
1|Hall
1|Hamilton
1|Hannu
1|Harry
1|Havel,
2|Heinsberg
1|Henri
2|Henry
2|Hesse-Kassel
1|Heyman
1|Hidayat
1|Hilský
3|Hitler
1|Hitler,
1|Hohenlohe-Langenburg
1|Hohenzollern
1|Holy
1|Honorat
1|Hoschedé
1|Howells
2|Hungary
1|I
4|I,
1|I.
7|II
6|II,
1|IV,
1|IX
1|Ileana
1|Imtiaz
3|Inayat
2|Infanta
1|Ioannis
1|Isaac
1|Isabella
1|Isaksson
1|Isarn,
1|Ivan
2|Ivanovič
1|Iwamatsu
1|Jacket
1|Jacques
1|Jakob
2|James
2|Jan
2|Jean
1|Jerzy
1|Jianwen
2|Jin
1|Jobst
1|Johan
2|Johann
2|John
1|Jolas
1|Jospin
1|Jr.
1|Judit
1|Jukka
1|Julie
1|K.
1|Kaija
1|Kao
1|Kapodistrias
2|Kapoor
1|Kapp
1|Kari
2|Karim
2|Karoline
1|Kaya
4|Khan
1|Khan,
1|Kiev
1|Kirsi
1|Klara
2|Klingenberg
2|Kościuszko
1|Krishna
1|Krzysztof
1|Ksawery
2|Kurt
1|Ladislaus
1|Lannister
2|Larsson
1|Laurent
2|Lemon,
2|Lenin
1|Leocadia
1|Levitte
2|Liebknecht
1|Liegnitz
1|Lilliehöök
1|Linjin
1|Linnaeus
2|Liu
1|Lluc
1|Lockroy
1|Lord
5|Louis
1|Louis,
1|Ludwig
2|Ludwik
1|Lutsevich
1|Lyon-Dalberg-Acton,
1|Lyons
1|Mahaakshay
1|Mako
2|Mallorca
1|Mar
1|Marcus
2|Margrethe
2|Maria
1|Mariano
2|Marie
1|Marquis
1|Martin
1|Matejko
2|Mathilde
1|Mattarella
1|Matte
2|Matthew
1|Mayer
1|McNeil
1|Mead
1|Mechtilde
1|Meryatum
1|Mesquida
1|Messalla
1|Mesías
1|Michelle
1|Middle-earth
1|Miller
1|Mitterrand
1|Molins
1|Monet
1|Mortillet
1|Moshe
1|Munenori
1|Naples
1|Nassau-Idstein
1|Netherlands
1|Newton
1|Nicholas
1|Niels
1|Niermans
1|Nils
1|Niro
1|Noor
1|Northumbria
1|Obama
1|Octave-Henri
1|Odd
1|Oleh
1|Olga
1|Olshausen
1|Orbán
1|Oscar
1|Otto
1|Pac
2|Palma
2|Patrik
1|Paul
2|Pedro
2|Peter
1|Petrarch
2|Philipp
1|Phokion
1|Plath,
1|Pleijel
1|Pomerania,
1|Pontus
4|Prince
6|Princess
1|Provence
2|Pugin
1|Radziwiłł
1|Raymond
1|Reinfeldt
1|Reinhard
2|Repaci
2|Ribagorza
1|Ribagorza,
1|Richard
2|Richey
1|Risi
3|Robert
1|Roca
1|Roman
1|Rongnan
1|Rorimac
3|Rothschild
1|Rothschild,
1|Ruysch
1|Ryan
1|Rügen
1|Saint-Nectaire
1|Salome
1|Sancho
2|Santacruz
2|Savoy
1|Saxe-Meiningen
2|Schleswig-Holstein-Sonderburg-Augustenburg
1|Schumann,
1|Seattle
1|Sergio
1|Seymour,
2|Shakti
1|Sharett
2|Shaun
1|Shensiabu
1|Sidney
1|Siegmund
1|Siemens
1|Silfverschiöld
1|Sima
3|Sir
3|Siren
1|Siren,
1|Slew
1|Smilets
1|Somerjoki
1|Soros
1|Spring
2|Stateira
1|Steinfurt
1|Strindberg
1|Suzanne
1|Sverre
2|Sverressøn
1|Sylvia
1|Ségur
2|Tadeusz
1|Tang,
1|Theodora
1|Theodoros
1|Thomas
1|Tikhonov
1|Togores,
1|Tota,
1|Trump
1|Tschudi
1|Tsuru-hime
1|Tywin
2|V
2|VI
2|VI,
1|VII
2|VIII
1|Valerius
1|Vardi
1|Vermandois
1|Vian
1|Viktor
1|Vilayat
1|Vincent
1|Vinson
1|Vitslav
3|Vladimir
1|Václav
1|Waltheof,
1|Wanyan
1|Wedgwood
1|Weizsäcker
95|Which
83|Who
22|Whose
3|Wieck
2|Wilhelmina
5|William
1|William,
1|Wolfgang
2|Wozniacki
1|Wu
1|Wyld
4|Württemberg
1|Xiaowu
1|Xuanzong
1|Yasuha
1|Yossi
1|Zaimis
1|Zrinski
1|Zygmunt
81|a
81|an
25|and
53|are
88|as
1|breeds
82|child
16|children
1|comte
1|d'Erlanger
8|de
1|fictional
34|has
54|have
1|horse
1|humanoid
1|i
59|is
148|of
63|offspring
18|offsprings
47|people
45|person
1|races
15|successor
6|successors
11|the
2|van
8|von
