frequency|word
8|1st
3|2nd
4|3rd
2|5th
1|6th
1008|?
4|A.
2|Aaron
1|Abbott
1|Abby
1|Abe
1|Abercorn
1|Abeywickrama
1|Abu
2|Academy
2|Adam
1|Adams
1|Adams,
1|Adda
1|Aderhold
1|Adolfo
1|Adolph
1|Adrian
1|Aiysha
1|Akio
5|Alan
4|Albert
1|Alegría
1|Alex
6|Alexander
1|Alexandre
1|Alexandre-Théodore
1|Alexey
1|Aleš
1|Alfonso
2|Alfred
1|Alfred-Marie
1|Ali
1|Alison
4|Allan
1|Allen
1|Almond
1|Altaf
1|Alyson
1|Ambrogio
2|Amé-Thérèse-Joseph
1|Anatoly
2|Anderson
1|Andersson
1|Andor
1|Andreja
7|Andrew
1|Andrews
1|Andreyev
1|Andrä
1|André
1|Ange
1|Angel
1|Angela
1|Angelakos
1|Angie
2|Anne
1|Annette
1|Anouilh
1|Anson,
2|Anthony
1|Antoinetta
2|Antonio
1|Antony
1|Anyang'
2|Aoki
1|Arbuthnot
1|Argeliès
1|Arlington
1|Armen
2|Army
1|Arnold
1|Arosenius
3|Art
6|Arthur
1|Arts,
1|Asaakira
1|Asahi
1|Asem
2|Ashby
1|Aslan
1|Aspnes
2|Assad
1|Atherton
1|Atsuko
2|Aubyn,
1|Auguste
3|Australia
1|Austria
1|Averitt
1|Ayres
1|Azevedo
1|Azusa
5|B.
1|Babakhanian
1|Babbage
1|Babington
1|Babul
1|Bai
1|Bailey
2|Baker
1|Baldwin
1|Balinec
3|Barbara
1|Baring,
1|Barker
1|Barnet
9|Baron
1|Baroness
5|Baronet
1|Barrueta
1|Barry
1|Bartholet
1|Bartlett
1|Basch
1|Bassett
1|Battersby
1|Battie-Wrightson
1|Baumgartner
1|Bauserman
1|Bawtree
1|Bay
1|Bayer
1|Beal
1|Beatson
1|Beazley
1|Beck
1|Beckley
1|Bell
1|Bellany
1|Belloni
1|Belpaire
1|Beltrán
1|Ben
1|Bender
2|Benedict
2|Benjamin
1|Bennett
1|Benno
1|Berdal
1|Berger
4|Berlin
2|Bernard
1|Bernardine
1|Beth
1|Beverly
1|Bezanson
1|Bhuyan
6|Bill
1|Billy
1|Birukawa
1|Bitee
1|Björk
1|Black
1|Blades
1|Blair
2|Blake
1|Blinn
1|Bliss
1|Blue
1|Bochy
1|Bohr
1|Boileau-Despréaux
1|Boissieu
1|Boissonnet
1|Bokow
1|Bolsø
1|Bong-Soo
1|Bonomo
1|Bonsor
1|Boreanaz
1|Borglum
1|Boringdon
1|Boris
1|Bose
1|Bothfeld
1|Botkin
1|Bottée
2|Bowman
1|Bozeman
2|Brad
1|Bradshaw
1|Brasseur
2|Bray
1|Brazelton
1|Breeze
1|Brendan
1|Brenon
1|Bresson
2|Breton
1|Breyton
3|Brian
1|Bristol
1|Brongniart
1|Broster
1|Brown
1|Brown,
3|Bruce
1|Bruckner
1|Bruemmer
1|Buczko
1|Bud
1|Burak
1|Burks
1|Burns
1|Burton
1|Bury
2|Bush
1|Butler
1|Byars
1|Byrd
1|Bystrow
1|Béchu
12|C.
1|Cagiano
1|Cahill,
1|Caine
1|Calista
1|Callahan
1|Calvert
1|Calvin
1|Calvo
1|Camberley
17|Cambridge
1|Cameron
1|Camille
2|Campbell
1|Camus
1|Canova
1|Capdevila
1|Caplan
1|Capper
1|Cardenas
2|Careen
2|Carl
1|Carlander
1|Carless
1|Carlos
1|Carme
1|Carol
1|Carolina
1|Caroline
1|Carolyn
1|Carpenter
2|Carr
1|Catharina
1|Catherine
1|Cathy
1|Cave,
2|Cecil
1|Cellan-Jones
1|Centrale
1|Cervantes
1|Chace
2|Chadwick
1|Chagla
1|Chakrabarti
1|Chamberlain
1|Chandler
1|Chandos
1|Chang
1|Channing
1|Chapel
1|Chapman
17|Charles
2|Chase
1|Chase-Riboud
1|Che
1|Chervel
1|Chevy
1|Chipman
2|Chirac
1|Chris
1|Christescu
3|Christian
2|Christine
1|Christophe
3|Christopher
1|Chrétien
1|Châtelet
1|Ciappi
1|Cieślewicz
2|Cissna
1|Claman
2|Clark
1|Clark,
1|Clasen
1|Claud
2|Claude
1|Claudia
1|Claudio
2|Clausen
1|Clayton,
1|Cleamons
1|Cleaves
1|Cleobury
1|Clerc
1|Cliff
1|Clive
1|Close
1|Clyde
1|Cochrane
2|Cohen
1|Cohn
1|Coit
1|Colangelo
1|Coleridge
1|Coleridge,
6|College
1|College,
1|Coman?
1|Comey
1|Community
1|Comstock
1|Conrad
1|Constantin
1|Conway
1|Cook
1|Cooper
1|Coyne
1|Craddock
1|Craig
1|Crawford
1|Creech
1|Crenshaw
2|Cunningham
1|Curran
1|Currie
1|Curtis
1|Cusworth
1|Cyril
1|Cécile
3|D.
1|Dafermos
1|Dahl
1|Dahle
1|Dailey
1|Daily
1|Dalén
1|Dan
1|Dana
5|Daniel
1|Danielle
2|Dante
1|Darasse
1|Daryl
1|Das
1|Dass
1|Dauman
1|Dauriac
1|Dave
16|David
1|Davidson
1|Davie
1|Davies
2|Davis
1|Dawley
1|DeWitt
1|Dear
1|Debra
1|Delespine
1|Delk
1|Demattè
1|Demling
1|Denis
1|Dennis
1|Denny
1|Denver
1|Denzel
1|Desthuilliers
1|Diamandopoulos
1|Dieterichs
1|Dimitri
1|Diolé
1|Dionisio
1|Diven
1|Diz
1|Dohrn
1|Dole
1|Domontovych
2|Don
1|Doneeka
1|Dorothy
1|Doughty
2|Douglas
1|Dove
1|Dox
1|Dozier
1|Duane
1|Ducros
1|Duerson
1|Duez
2|Duffin
1|Duflo
3|Duke
1|Dunbar
1|Dupont
1|Duprat
1|Dushku
1|Dynes
1|Dzharimov
1|Dámaso
1|Désiré
8|E.
4|Earl
2|Earle
1|Earley
