frequency|word
1|(Cone
1|(Fe-S)-binding
1|(G
1|(quinone)
1|(uracil-5-)-methyltransferase
8|1
1|1,
1|1,4-alpha-glucan
2|1-acyl-SN-glycerol-3-phosphate
1|1-acylglycerol-3-phosphate
1|11
2|13
2|14
1|16S
6|2
1|2-epimerase
1|2-like
2|2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid
1|21
1|23
1|23S
2|26
2|2A
1|2B17
4|3
1|3,
1|3-hydroxybutyryl-CoA
2|3-isopropylmalate
3|30S
1|35
1|3A
1|4
1|40S
2|431
1|47
2|471
2|479
1|4B
1|4E-binding
1|5
3|5'-phosphate
1|5,10-methylenetetrahydrofolate
5|50S
1|55
1|6.8
2|7
2|70
1|9,
200|?
1|A
1|A,
1|A4
5|ABC
1|AFT1
1|AHA_0312
1|AHA_0918
2|AHA_1243
2|AMED_0970
1|AMED_1723
1|AMED_2213
2|AT-rich
2|ATP
1|ATP-binding
1|ATP-dependent
1|ATP11A
2|ATPase
1|Amyloid
1|Anaphase-promoting
1|Angiopoietin-1
1|Ankyrin
4|Apoptosis
1|B
1|BB_0669
1|BC4422
1|BED
1|BF2531
1|BF4075
1|BSU27440
1|BT9727_0582
1|BU046
4|Bcl-2
2|C
1|C1-like
2|C2
1|C4-dicarboxylate
1|CA_C1284
1|CA_C3319
1|CBU_1993
1|CD630_23810
1|CD630_25560
1|CLC_0976
1|CLC_1525
1|CRA_a
1|CT1825
2|CT1839
1|CTL0697
1|CT_199
1|CT_518
1|CT_866
1|Caur_2092
1|CbbY
2|Centrosomal
1|CheA
1|Cj1490c
1|Cj1705c
2|Coiled-coil
1|Cullin-4A
1|Cytochrome
1|DENND6A
4|DNA
2|DNA-binding
1|DR_0307
1|DUP240
1|E3
1|EAE_04490
1|EAE_07185
1|ECL_00808
2|ECUMN_1584
1|ECUMN_2621
1|ESYT2
1|Equilibrative
1|Eukaryotic
2|F-box/LRR-repeat
2|F0F1
1|F6
1|FN0059
1|FP0379
1|FeS
1|Fibroblast
1|FlgJ
1|G
1|G-protein
1|GRX2
1|GSU2974
1|GlnH
1|Gtpbp10
1|Guanine
1|H
1|HI0317
1|HIF1A
1|HMPREF0421_20568
1|HisF
2|Hug1p
5|I
1|IIAB
1|IIB
1|IIC
1|III
2|IRE2
1|Immunoglobulin
1|Inhibitor
1|Interleukin-36
1|IorA
1|Kazal,
1|KefC
1|Kinetochore
1|Kunitz
1|L-aspartate
1|L11
1|L12179
1|L14
1|L16
1|L2
1|L23
1|LA_1738
1|LBA0965
1|M
1|MSMEG_0912
1|MST27
1|Mfl577
1|Moth_1113
1|Moth_1718
1|MutS
1|N,N-dimethylaniline
1|N-acetylmannosamine-6-phosphate
4|NADH
2|NGO0611
1|NMB0743
1|NRG857_06535
1|NTR
1|NfuA
