frequency|word
200|?
4|Aaron
1|Abdelwahab
1|Abderrahim
1|Adriana
1|Ahmad
1|Aiysha
1|Akaki
1|Albert
1|Aldridge
1|Aleksandar
2|Allysha
1|Alston
1|Alun
1|Ana
1|Andrade
1|Andreas
1|André
1|Andrés
1|Andy
1|Antoine
1|Antonio
2|Argentina
1|Bale
1|Bebey
1|Beierle
1|Benbarek
1|Benjamin
2|Bernat
2|Bertschinger
1|Betts
1|Bill
2|Billy
1|Binkovski
1|Blair
2|Bob
2|Borg
1|Bornstein
1|Brazil
1|Britton
2|Brooks
1|Broten
1|Brüll
1|Bud
1|Buonomo
1|Burch
1|Byakov
1|Camara
1|Canterbury
2|Carlos
1|Carter
2|Cash
1|Catherine
1|Cathy
1|Caucheteux
1|Cebulj
1|Cenk
1|Cesare
2|Chapman
1|Charles
1|Chkilit
1|Chris
1|Christophe
1|Chukwudi
1|Cieśla
1|Clarkson
1|Coelho
1|Crane
1|Cristián
2|Curt
1|Cyril
1|Côté
1|Dan
1|Daniel
1|Darren
1|David
2|Davis
2|De
1|Deans
1|Delfino
1|Demling
1|Detroit
1|Devadze
1|Dewar
1|Dickson
1|Diego
1|Dilevski
1|Dinwiddie
1|Dmitriy
1|Domoraud
1|Dontell
1|Drews
1|Eberhard
1|Edgar
1|Eduardo
1|Efe
1|Engel
1|Eriksson
1|Ernâni
1|Ervin
1|Ervino
1|Ethan
1|Evans
1|Fernando
1|Flores
1|Foliot
1|Fonseca
1|Football
1|Franchino
1|Futre
1|Gagné
1|Galley
1|Galvão
1|Garabal
1|Gary
1|Geordie
1|George
1|Gerardo
2|Ghrayib
1|Gorenc
1|Gosling
1|Graham
1|Gras
1|Gros
1|Gutzeit
1|Güvenç
1|Hall
2|Hans-Dieter
1|Harley
2|Harry
1|Hashiratani
1|Hertzberg
1|Hetmański
1|Houston
1|Howell
1|Hruaia
1|Humberto
1|Héctor
1|Isa
1|Jackson
1|Jacobsen
1|Jamison
1|Jan
1|Janotta
1|Jarl
2|Jason
1|Jean-Louis
2|Jefferson
1|Jemal
1|Jerry
1|Jesse
3|Jim
1|Joe
2|Joel
1|Joens
3|John
2|Johnny
2|Johnson
1|Jonathan
1|Jones
2|Jordan
1|José
2|Juan
1|Jukka
1|János
2|Júnior
1|Kalasi
1|Kamel
2|Kasianchuk
1|Katarina
1|Katrin
1|Ken
1|Kennedy
2|Kerry
4|Kevin
1|Kieran
1|Kingué
1|Kirill
1|Klein
1|Klemen
1|Knetemann
1|Koichi
2|Kostiantyn
2|Krampe
1|Kratochvíl
1|Krzysztof
1|Kynin
1|Károly
1|LaRoche
1|Lal
2|Lane
2|Langlet
2|Larbi
2|Lassinantti
1|Laurent
1|Lavelle
1|Law
1|Lazić
1|Lehman
1|Llani
1|Lombahe-Kahudi
2|Lorca
1|Luis
1|Luthe
1|Mabululu
1|Magnus
1|Malango
1|Marcelo
1|Maria
1|Marjan
1|Mark
1|Markus
1|Marmion
2|Martina
1|Matt
1|Maurice
2|Maximilian
1|McCarey
1|Meerman
1|Mendy
1|Michael
1|Michał
1|Milacki
2|Mittelstädt
1|Mohamed
1|Monetti
1|Morillon
1|N'Gossan
1|Nacewa
2|Najwan
1|Neill
1|New
1|Nicolás
1|Nikola
1|Nikolai
1|Nikolay
1|Norbert
1|Norberto
1|Nsue
1|Nuttall
1|Ochan
1|Ogonna
1|Oliveira
2|Onalfo
1|Onega
1|Otero
2|Parker
1|Pascal
1|Patrick
2|Paul
1|Paulo
1|Paunic
2|Peggy
1|Peluffo
1|Peruena
2|Peter
1|Pistons
1|Presca
2|Provost
1|Pryadkin
2|Putte
1|Rachel
1|Raitala
1|Raphaël
1|Raptors,
1|Reynoso
1|Richard
1|Rinast
1|Roben
1|Robert
1|Roberts
2|Robinson
1|Rockets
1|Rodríguez
1|Rolland
1|Roman
1|Ron
1|Rosa
1|Rose
1|Roxane
1|Rugby
1|Rutherford
1|Róaldur
1|Saad
1|Sabardeil
1|Sade
1|Samuel
1|Sarah
1|Schinkel
1|Schlesser
2|Selim
1|Shay
1|Sidney
1|Sill
2|Silva
1|Sjöström
2|Smith
1|Soares
1|Sodje
1|Souleymane
2|Souza
1|Spase
1|Stacom
1|Stakset
1|Stoilov
1|Stolzenburg
1|Storbæk
1|Stoycho
1|Stéphane
1|Suazo
1|Syamsul
1|Sylvain
1|Szenberg
1|Székely
1|Sánchez
2|Sándor
2|Sérgio
1|Tamicha
1|Taylor
1|Terry
1|Thiago
1|Todorovski
1|Tom
1|Tony
1|Toon
1|Toronto
1|Trevor
1|Union
3|Van
2|Victor
1|Vincent
2|Vito
1|Vizcaíno
1|Ward
1|Werner
73|What
125|Which
2|Who
1|William
1|Willis
2|Willy
1|Winchester
1|Wood
1|Woods
1|Wurdack
2|Yoann
1|Yorston
1|Yvan
2|Zach
1|Zealand
1|Zherdev
1|Zámbó
1|Zúñiga
187|a
2|and
51|are
9|as
6|association
6|club
1|da
4|de
9|football
1|for
6|geographical
8|has
1|have
143|is
8|its
196|member
3|members
48|national
4|object
2|objects
192|of
2|one
1|organization
3|people
1|plays
1|rugby
116|sports
78|team
46|teams
4|that
6|the
1|their
1|union
1|women's
1|Álvarez
1|Éric
1|Étienne
2|Özer
1|Šimůnek
