frequency|word
1|(women)
1|1
1|15
1|1980
3|1982
2|1984
1|1988
1|1995
1|2013
5|2014
1|2015
2|2016
1|3,
1|3D
1|6
1|7
200|?
1|A/C,
1|Abgeordnetenhaus
1|Adventure
1|Age
1|Amaranto
1|America
3|American
1|Amsterdam
6|Anglic
6|Anglo-Frisian
2|Antarctica
1|Appliquées
1|Argentine
1|Art
1|Assembly
1|Austria
1|Badminton
1|Bangkok
2|Battle
4|Berlin
1|Biathlon
1|Binga
1|Biographical
1|Borneo
2|Brandybuck
1|Brandybuck,
2|Brazil
1|British
1|Brnjica
2|Brockhaus
1|Bronze
1|Brussels
1|C-terminal
1|Caubvick
1|Center
2|Chamber
1|Championships
1|Christian
1|City
1|College
2|Congress
1|Council
1|Criquielion
5|Cup
1|Curaçao
1|Cycling
2|Czech
1|Democratic
2|Denali
1|Denmark
3|Deputies
1|Dictionary,
1|Dodinas
1|Duchy
1|E35
1|EF-hand
1|Eater
2|Efron.
1|Egyptian
3|Empire
2|Encyclopedia
30|English
3|European
4|FIFA
1|Finance
2|France
1|France,
1|Friars
2|Friendship
3|G1/S
1|Germany
2|Grand
1|Group
1|H-NS
1|Harvard
1|Heidelberg
1|Hercules
1|Hogan
3|Honour
2|I
1|II
1|India
1|Institut
2|Is
1|Italian
2|Jewish
1|Jutland
1|Kingdom
1|Knight
1|Kremlin
1|Landtag
3|Legion
1|Legislative
1|Leopoldstadt
1|Lithuania
2|Little
1|Lyon
1|M
1|Magic
1|Magic,
1|Maritsa
1|Mashhad
1|Mayor
4|Member
1|Men's
1|Methyl-coenzyme
1|Mexico
1|Mines
1|Minister
1|Minor
1|Monte
1|Mount
2|My
1|Nadu
1|National
1|Neolithic
1|Netherlands
1|Nordic
1|Norway
3|Officer
1|Old
6|Olympics
2|Olympics,
1|Open
1|Open,
1|Orbivirus
2|Order
1|P8
1|PTT
1|Pacific
1|Pan
1|ParisTech
3|Parliament
3|Party
1|Photography
1|Phytoreovirus
1|Pikachu
2|Pony:
1|Prix
1|Rabobank
1|Relay
1|Republic
2|Republican
1|Rorimac
1|Rotavirus
1|Russian
1|Sciences
2|Simpsons
1|Simpsons,
1|Singles
1|Social
1|Soul
1|Spain
1|Speed
1|Stage
1|Starčevo
2|States
1|Tamil
1|Team
3|The
1|Time
3|Tour
1|Tufts
1|Tunisia
3|United
3|University
1|VP6
1|VP7,
1|Vienna
3|Volume
1|War
73|What
127|Which
8|Winter
1|Women
6|World
193|a
1|activity
1|administrative
1|aircraft
1|anatomical
29|and
84|are
1|armed
25|association
4|at
1|basketball
1|basolateral
1|beta
2|branch
1|campaign
3|capsid
1|carbohydrate
1|catalytic
6|cell
17|cellular
1|characters
2|cilium
2|city
1|class
1|classes
35|classification
11|club
1|combined
1|committee
3|competitions
1|complex
76|component
16|components
1|concept
1|concepts
1|conflict
2|culture
3|cycle
1|cycling
3|de
1|denomination
1|des
4|director
1|domain
1|economic
9|endoplasmic
1|era
2|event
3|events
2|extracellular
1|factory
1|fictional
1|figure
2|film
1|fleet
28|football
2|genres
5|geographic
1|government
1|group
1|groups
2|house
1|human
2|in
1|inner
1|institute
2|institution
1|intracellular
116|is
1|job
2|kanji
1|keel
12|languages
1|laying
1|leagues
1|literary
1|location
4|locations
2|lower
1|major
4|mayor
3|member
16|membrane
1|membrane,
2|membrane-derived
1|metabolic
1|ministry
2|mitochondrion
3|mitotic
1|object
3|occupation
247|of
1|organ
2|organelle
1|organizations
1|outer
68|part
12|parts
2|photosystem
1|physical
15|plasma
27|player
2|political
53|portion
2|post-grunge
3|process
1|programs
2|projection
2|protein
1|racings
1|reductase,
2|region,
1|research
8|reticulum
1|reticulum,
1|route
2|scheme
33|schemes
3|season
1|sequence
1|sequences
1|settlement
1|sixth
2|skating
2|space
3|speech
3|sport
2|sporting
12|sports
1|structure
1|subunit,
2|surface
1|systems
1|teams
4|television
1|terrain
2|territory
1|text
17|the
1|theology
1|third
1|time
2|tournaments
1|training
3|transition
1|units
2|vacuole
1|woman
1|writing
2|–
