frequency|word
1|#26
1|1
2|1912
1|1972
2|1980
1|1994
1|1996
1|1996,
2|1997
1|1999
1|2002
2|2004
2|2008
1|2010
1|2012
1|2014
1|2015
1|2015,
1|2015-16
1|2016
200|?
2|Aaron
1|Adachi
1|Adolf
1|Aeby
1|African
1|Agustin
1|Ahmed
1|Akito
2|Al-Qahtani
1|Aldaier
1|Alexandra
1|Alfons
1|Alfredo
2|Aliaksandr
2|Allysha
1|Amy
2|Andreas
1|Andrew
1|Anneke
1|Ansgar
1|Antonio
2|Aoyama
2|Arakawa
1|Aristid
1|Arndt
1|Arne
1|Arnold
1|Ashton
1|Astrid
1|Aucouturier
1|Bade
11|Badminton
2|Badmintons
1|Bailetti
1|Bedareva
1|Bera
1|Bertz
1|Beth
1|Bill
1|Boroumand
1|Bostofte
1|Boston
1|Boyd
1|Brooke
1|Bruce
1|Cameron
1|Campaign
1|Cao
2|Carlos
1|Cathers
1|Catta
5|Championship
6|Championships
3|Championshipss
2|Chapman
2|Charles
1|Chester
1|Chihota
1|Choi
1|Christa
2|Clarence
1|Coelho
2|Commonwealth
3|Contest
1|Contreras
3|Crimean
1|Cruz
3|Cup
1|Cyprus
1|Cyril
1|Dackell
1|Damanakis
1|Daniele
1|Dany
1|Dariusz
1|Daßler
2|De
1|Deinboll
1|Detlef
1|Division
1|Domingos
1|Domoraud
1|Don
1|Doreen
2|Doubles
1|Dreibus
1|Díaz
1|Eaton
1|Ecuador
1|Edgar
1|Edil
1|Efe
2|Efthimios
1|Egypt
1|Eino
1|El-Kass
1|Emil
2|Equestrian
1|Erik
1|Esteban
2|Etimoni
3|Euro
7|European
3|Eurovision
1|Evans
1|Ezequiel
1|FIFA
1|Fabienne
1|Feinya
1|Fen
1|František
1|Friborg
1|Friedrich
1|Fritz
1|Fukal
1|Félix
1|G-Drive
2|Games
1|Gavrilyuk
1|Georges
10|German
2|Germany
1|Gorenc
1|Griškonis
1|Grosse
1|Guo
2|Gómez
1|Haase
1|Hall
1|Hancock
1|Hanna
1|Hanson
1|Hashiratani
1|Heather
1|Helmut
1|Henrique
1|Henry
1|Hetland
1|Heveling
1|Hideyuki
1|Hippolyte
1|Hirose
1|Hocine
1|Humberto
1|Hypólito
1|I
1|II
1|Iditarod
1|Individual
2|Indonesia
3|International
1|Ioannis
2|Ireland
1|Isidro
1|Jakóbczak
1|James
2|Janus
1|Jean-Claude
1|Jodie
1|Jong-Ho
2|José
1|João
2|Juan
1|Jung-sub
1|Junior
1|Kalinić
1|Kamandar
1|Kashkarov
1|Ki-jung
5|Kim
1|Kirjonen
1|Koichi
1|Kolb
1|Konrad
2|Korean
2|Kourichi
1|Krutov
1|Kubicki
1|Kurt
1|Kārlis
1|La
1|Lance
1|Laos
1|Lee
1|Lehman
2|Liakhovich
1|Liberal
1|Lithuanian
1|Lonny
1|Luangnam
1|Luft
1|Lundstedt
1|Madzhidov
1|Magdeburg
2|Magne
1|Mainaky
1|Maisch
1|Makatindu
1|Malaysia
1|Mamyrov
1|Mansueto
3|Marco
1|Marentes
1|Maria
1|Mariano
1|Mario
1|Marjan
1|Marleve
1|Martin
1|Maulen
1|Maureen
1|Mauritius
1|Mecklenburg
1|Mee
1|Memišević
5|Men's
2|Merrienboer
1|Meyer
1|Mianying
1|Milan
1|Mindaugas
1|Mirko
1|Mixed
1|Moriyama
1|Mosquera
1|Nam
1|Ned
1|New
1|Ng
1|Nicole
2|Nikola
1|Nina
1|Nordin
1|Norman
1|North
2|Northern
2|Noureddine
1|Nudnida
1|Ochyra
1|Olle
1|Olry
6|Olympics
2|Open
1|Ortuño
1|Oscar
2|Parchem
1|Party
1|Parviz
1|Patrick
2|Paul
2|Pedro
2|Peter
2|Pierre
2|Pinkston
1|Pinto
2|Premier
1|Pribislav
1|Pussy
1|Racing
1|Rahn
1|Rajtoral
1|Ramos
1|Rauch
1|Rebekka
1|Red
1|Refik
1|Reiter
2|Rentzias
1|Rhode
1|Richard
1|Riot
1|Rochow
1|Rollick
1|Roman
1|Rosenqvist
1|Russia
1|Sack
1|Sam
2|Sargnagel
1|Schmücker
1|Schärer
1|Scotland
1|Scott
1|Sellier
1|Series
1|Shiqiang
2|Shizuka
2|Shuko
1|Singles
1|Skrastiņš
1|Sodje
1|Sol-gyu
3|Song
1|Sox
1|Staight
1|Stanning
2|Stefanie
2|Steinauer
1|Stephan
1|Steyer
1|Stipić
1|Straub
2|Sudirman
1|Sugoi
6|Summer
1|Sung-Ho
1|Super
1|Superseries
1|Swedish
1|Swimming
1|Swiss
1|Takeuchi
1|Taku
1|Tanja
2|Team
2|Timuani
1|Tor
1|Tranter
1|Tregubov
1|Turner
1|Tweddle
3|UEFA
1|Uralde
1|Uriarte
1|Uwe
1|Velasco
2|Vendeville
1|Verlinden
1|Vernon
1|Verratti
1|Vervoort
1|Viktor
1|Vincent
1|Vladimir
1|Vockert
1|Volleyball
1|Vuillermin
6|War
1|Washington
1|Watabe
1|Weil
1|Werner
1|Wetl
43|What
145|Which
12|Who
1|Wilber
1|William
1|Wilson
1|Winkler
1|Wolf
3|Women's
5|World
1|Yahi
2|Yasser
1|Yasutoshi
2|Yong-se
1|Yumi
1|Yuri
1|Zaretsky
1|Zealand
4|and
8|at
2|award
1|badminton
1|championship
1|class
1|classes
1|clubs
31|compete
7|competited
1|competition
2|competitions
2|cycling
2|de
173|did
13|discipline
1|doubles
6|election
4|elections
63|event
2|eventing
25|events
11|football
2|generality
2|glittering
200|in
3|military
11|national
2|of
2|operation
46|part
107|participate
9|participated
8|people
2|person
10|presidential
2|race
49|recurring
6|sequence
9|sequences
4|singles
1|size
16|sport
41|sporting
4|sports
35|take
11|team
3|teams
8|the
11|took
