frequency|word
1|1st
1|3rd
1|4th
686|?
3|A.
1|Abala
1|Abbey
2|Abel
1|Abravanel
1|Achun
2|Adam
1|Adams
1|Adams,
2|Adelaide
1|Adelheid
1|Adenauer,
2|Adolf
2|Adolf,
1|Adélaïde
1|Affleck
1|Aggeliki
1|Agustina
1|Aiqin
1|Akeley
1|Akihito
1|Akraka
2|Al-Khattāb
1|Aladdin
1|Alain
4|Albert
1|Alberto
1|Albrecht
1|Aleksandra
1|Alessandro
2|Alexander
1|Alexander,
2|Alexandre
1|Alfonso
1|Alfred
1|Ali
1|Alice
1|Alighieri
1|Alisa
2|Alix
1|Aliy
1|Allain
1|Alois
2|Alwy
3|Amadeus
2|Amanda
1|An
1|Ana
1|Anand
1|Anaïs
2|Andrew
1|Andrew,
1|Andrieu
1|Andronikov
2|Andy
2|Angela
1|Angelina
2|Anjou
2|Ann
9|Anna
2|Annalena
1|Annan
2|Anne
1|Anne,
1|Annette
2|Anton
1|Antonia
1|Antonie
1|Antoninus
1|Antonio
1|Aoyama
2|Aragon,
1|Arakawa
1|Archduke
1|Arden
1|Arduin
1|Aris
1|Armagnac
1|Armand
1|Armas
1|Armenia
2|Artaxerxes
1|Arthur
1|Astor
1|Astor,
1|Asturias
1|Athamas
1|Atle
1|Audovera
2|Augusta
1|Augustus
1|Aurangzeb
1|Aurelius
2|Austria
1|B.
4|Bach
1|Bach,
1|Badawi
1|Bala
1|Balzo
1|Bar
5|Barack
1|Barbara
1|Baron
2|Baroness
1|Barry
1|Basia
1|Bass
1|Bathildis
1|Batra
3|Bavaria
1|Beals
1|Beatrice
1|Beaufort
2|Becker
1|Bedford
1|Beloff
1|Belsky
1|Belzer
1|Beneš
1|Benoît
2|Bergman
1|Bernadotte
1|Bernardine
1|Bernardo
1|Bernd
1|Berry
1|Bertha
1|Bertil,
1|Bettina
1|Beverley
1|Beyer
1|Bhagyashree
1|Bill
1|Birgitta
1|Blair
1|Blanca
1|Blok
3|Bob
1|Boeri
1|Bohemia,
1|Boji
1|Bonaparte
1|Bondarchuk
1|Bonnot
4|Boris
1|Borisovich
1|Borowitz
5|Bose
1|Bosio
1|Boso
1|Bostwick
1|Bougrain-Dubourg
1|Bourbon
1|Bourbon,
1|Bowie
1|Boyens
1|Brabant
2|Branch
1|Brandenburg-Kulmbach
1|Brandenburg-Stendal
1|Brandt
1|Braun
1|Brentano
1|Brethauer
2|Brezhnev
1|Brezhneva
1|Bridge
1|Broun
2|Browne
1|Bruce
2|Brunswick-Lüneburg
1|Bryan
1|Bucksey
1|Buhe
2|Buren
1|Burgundy,
1|Bush
1|Butler
1|Buysse
1|Bátorová
1|C.
1|Cai
3|Cale,
1|Caledon
1|Calhoun
1|Callas
2|Calvert
1|Calvina
1|Camargo
2|Cameron
1|Carignano
13|Carl
1|Carla
1|Carlebach
1|Carlos,
1|Carnegie
1|Carolina
1|Caroline
1|Carr
1|Casey
1|Cash
1|Cassirer
1|Castile
1|Castile,
5|Catherine
1|Cavendish,
1|Cazneau
1|Cecil
1|Celia
2|Celina
1|Cerrito
1|Chabon
1|Chandler
3|Chandra
1|Channing
1|Chantal
8|Charles
4|Charlotte
1|Charlotte,
1|Charly
1|Chernykh
1|Cheryl
1|Chieko
2|Chirac
2|Chong
1|Chopra
1|Chou
3|Chris
1|Christa
1|Christensen
2|Christian
1|Christie
1|Christina
2|Christine
1|Christophe
2|Christopher
1|Chu
1|Churchill
1|Cini
1|Clancy
1|Claude
2|Claudius
4|Clinton
1|Cole
1|Coligny
1|Colin
1|Collie
1|Colonna-Walewski
1|Consort
1|Constantin
1|Constantinople
1|Coral
1|Corradi
1|Cortés
1|Cosimo
7|Count
1|Countess
1|Craig
1|Craigielea
1|Creighton
1|Crispin
1|Croissant
2|Croÿ
1|D.
1|Dagmar
1|Daisy
1|Dako
1|Dal
1|Daliani
1|Dalser
1|Daniel
1|Dante
1|Dao'an,
1|Daowu
1|Daphné
3|David
1|Davidman
3|Davis
1|Dawn
1|Dawson
1|DeMille
1|Debendra
1|Dee
2|Denmark
1|Denmark,
2|Denton
1|Depardieu,
2|Derek
1|Dev
1|Devonshire
1|Deyi
1|Diana
1|Dibiasi
1|Dieuwertje
1|Dilba
1|Disney's
1|Dohrn
1|Don
1|Donald
1|Dora
2|Dorothy
1|Douglas-Hamilton
1|Dowager
1|Drew
1|Dros
2|Drusus
1|Druzhinina
5|Duchess
17|Duke
1|Dunham
1|Durie
1|Dutta
1|Dzerzhinsky
1|Désautels
1|Dürer
2|Earl
1|Eddy
2|Edith
1|Edmond
1|Edouard
1|Edvard
1|Edward
1|Edward,
1|Edwin
1|Ehrlich
2|Einstein
1|Einstein,
1|Eldar
1|Elder
2|Eleanor
1|Elector
1|Eleftherios
1|Elfride
1|Eliasch
1|Elinor
1|Elisabeth
7|Elizabeth
1|Ella
1|Ellen
1|Elly
1|Elmer
1|Else
2|Emma
2|Emmanuel,
10|Emperor
6|Empress
1|England,
2|Enrique
2|Eric
1|Ermengard
2|Ernest
1|Ernst
1|Erskine
1|Esmond
1|Esther
1|Eugene
1|Eugenia
1|Eugenie
1|Eugène
3|Eva
1|Evaline
1|Evelyn
1|Fanny
1|Fanély
1|Farrell
1|Felicitas
1|Felipe
1|Felix
1|Felizitas
1|Feng
1|Ferdinand
1|Fermi
1|Fernando
1|Ferrigno
1|Finch
1|Fishburne
1|Florence
1|Floride
1|Floris
1|Fontanarosa
1|Fortineau
1|Fran
1|Franca
7|France
1|France,
2|Francesco
3|Francis
1|Franco
1|Frank
1|Franz
2|François
1|François-Joseph-Philippe
2|Françoise
1|Frattini
1|Frederic
1|Frederick
1|Friedrich
1|Frydman
1|Fugazot
1|Fulger
1|Fullerton
1|Fushimi
1|Gaines
1|Gall
1|Galliamova
1|Gance
1|Garrigue
1|Garson
1|Gasheva
1|Gaspard
1|Gatty
1|Geeson
1|Gene
1|Genevoix
1|Geoff
2|Geoffrey
3|Georg
6|George
1|Gerlach
1|Germany
1|Giuliano
1|Glenda
1|Gloria
1|Go-Momozono
1|Goldsmith
1|Gong
1|Goodacre
1|Gosho
1|Gosselin
1|Goya
1|Gołda
1|Grand
1|Grant
1|Gratian
1|Gray
1|Groza
1|Guramishvili
1|Gustaf
1|Gustav
1|Gustavo
1|Guthrie
1|Gwendoline
1|Gérard
1|Haaren
1|Habsburg
1|Halik
1|Halime
1|Hall
1|Halland
1|Hallez
1|Hamilton
1|Hanayo
1|Hannah
1|Hanover
1|Hans-Christian
1|Hanslik
1|Harlow
1|Harold
1|Harrison
1|Harry
2|Hatun
1|Hatun,
1|Havel
1|Havel,
1|Havlová
1|Hawise
1|Hayashiya
1|Hayes
1|Head
1|Hector
1|Hees
1|Heinsberg
2|Helen
1|Helena
1|Hemsworth
1|Hendry
1|Henri
1|Henriette
1|Henriette-Anne
1|Henrik
5|Henry
1|Herbert
1|Hesen
1|Heshuo
1|Hesse,
1|Hesse-Darmstadt
4|Hesse-Kassel
1|Hesse-Philippsthal-Barchfeld
1|Heuss
1|Heuss-Knapp
1|Hever
1|Hewan
1|Heywood
2|Hideki
1|Hilde
3|Hillary
2|Hirohito
1|Hiroyasu
2|Hitler
1|Hitler,
1|Hoffmann
1|Hohenstaufen
1|Holcomb
1|Holland
1|Holliday
1|Holly
1|Holmès
1|Hope
2|Horst
1|Hosni
4|Howard
1|Howells
1|Hoyos-Sprinzenstein
1|Hu
1|Huan
1|Huangfu
1|Hui
1|Humphrey
3|Hungary
1|Hunziker
1|Hyson
2|Hørup
1|Hübner
10|I
7|I,
11|II
2|II,
4|III
1|III,
2|IV
2|IX
1|Ian
2|Ibsen
1|Ida
1|Ilich
1|Ilona
1|Imme
2|Ina
1|Inayat
1|Indila
1|Infanta
1|Ingegerd
1|Inger
1|Interlenghi
2|Irene
1|Irving
1|Isaac
1|Isabella
1|Isadore
1|Iselin
1|Ivrea
1|Iwata
1|J.
1|Jackson
2|Jacques
1|Jacquet
1|Jacquot
3|Jagadish
1|Jagathy
1|Jaime
1|Jain
1|Jakob
1|Jakow
6|James
1|Jan
2|Jane
1|Janis
