frequency|word
1|(Saale)
1|1st
567|?
1|A.
1|Adolf
7|Aires
1|Alagón,
3|Albert
2|Alberto
1|Alençon
1|Algaidas
1|Altea,
1|Amato
35|America
3|Amsterdam
4|Angeles
2|Ankara
1|Anthony
1|Antwerp
1|Aragón
1|Argentina
1|Argentina?
1|Arles
1|Armengol
1|Arucas,
1|Ascoli
1|Asnières-sur-Seine
1|Athens
1|Athis-Mons
1|Atlanta
1|Auckland
6|Australia
1|Australia,
1|Avinyonet
1|Avinyó
1|Azpeitia
1|Bahamas
1|Baku
1|Balzers
1|Barbier
7|Barcelona
1|Bardallur,
1|Barletta-Andria-Trani
2|Bavaria
1|Bayrou,
1|Beijing
1|Belarus
2|Belgium
1|Belgrade
1|Berguedà
4|Berlin
1|Berlin,
2|Bern
1|Bertinot
1|Bescanó
1|Bevanda
1|Bloomberg,
1|Boc
1|Bologna
3|Bonn
2|Bordeaux
1|Boris
1|Bourg-en-Bresse
1|Brandt
1|Brard
3|Bratislava
1|Bremen
1|Bressuire
2|Brno
4|Brussels
4|Budapest
7|Buenos
1|Bærum
1|C.
1|Cabinet
1|Cabinets
1|Caldes
1|California
3|Canada
1|Canaria
1|Capileira
1|Carmen
1|Carmona
1|Caspar
1|Catalonia
1|Catania
1|Chelva
1|Chemnitz
2|Chennai
1|Chicago
1|Chiloeches
1|China
1|Chris
1|Christchurch
1|Christie
1|Chézery-Forens
1|Cincinnati
7|City
1|Cleveland
2|Cologne
1|Costa
1|Council
1|Curitiba
2|Cyprus
1|Czechoslovakia
1|Cáceres
1|D.
2|D.C.
1|Dakar
1|Daniel
1|Darmstadt
1|Darwin
1|Delfzijl
1|Delmotte
2|Denmark
1|Dhaka
1|Dijon
1|Dominique
1|Donald
1|Dortmund
2|Dresden
1|Dufriche
1|Dwight
1|Düren
1|East
1|Ed
1|Egypt
1|Ehard
1|Eisenhower
1|Enrico
4|Enrique
1|Erlangen
1|Errenteria
1|Esch-sur-Alzette
1|Essen
1|Fernández
1|Ferran
1|Fet
1|Finland
1|Flanders
1|Forallac
1|Fort-de-France
43|France
1|Frankfurt
1|Franz
1|François
1|Frêche
1|Gabon
1|Galván,
1|Garrigàs
1|Geneva
1|Genil
1|Genk
1|Georg
1|Georges
4|Georgia
1|Georgia,
29|Germany
1|Germany,
2|Gibraltar
1|Giuliani
1|Glendale
1|Gonesse
1|Government
1|Gran
1|Gray
1|Graz
1|Greece
1|Grisén,
1|Guangzhou
2|Guernsey
1|Halle
4|Hamburg
1|Hanover
2|Hans
1|Harry
1|Hauff
1|Heidelberg
1|Helmut
1|Helsinki
1|Henry
1|Hirzel
1|Hitler
1|Horst
1|Hořovice
1|Hunebelle
1|Häupl
1|I
2|India
1|Iran
1|Ireland
1|Iruela
2|Israel
11|Italy
1|Italy,
1|Iznájar
1|Jacek
1|Janeiro
9|Japan
1|Jawaharlal
