frequency|word
1|(Vladivostok)
1|1992–93
1|1997–98
463|?
1|Abbasid
1|Abkhazia
1|Achernar
2|Africa
1|African
2|Albania
47|America
2|America,
1|Ancient
6|Angeles
1|Angola
1|Ann
2|Antarctica,
1|Antilles
1|Antonio
1|Arbor
3|Argentina
1|Armenia,
1|Asia
10|Australia
3|Austria
1|Axel
1|Azerbaijan
2|Bahamas
1|Bangalore
1|Basel
1|Bay
1|Beijing
3|Belarus
4|Belgium
1|Belize
1|Ben
2|Bikku
2|Bitti
1|Blanc
1|Bochum
1|Bolivia
2|Bonn
1|Bosnia
1|Botrange
11|Brazil
1|Brazil,
1|Brussels
1|Büyük
1|Campan
10|Canada
1|Cape
1|Cemetery
1|Central
1|Chemnitz
1|China
3|City
1|Constantinople
4|Cup
1|Cyprus
3|Czech
1|Côte
2|D.C.
1|Delhi
2|Denali
5|Denmark
1|Dominican
1|Dortmund
1|Dresden
1|Drina
1|Düsseldorf
2|Elbe
24|England
1|Estonia
1|Ethiopia,
1|Eurasia
4|Europe
1|Europe,
3|European
1|Finland
41|France
1|Frankfurt
1|Futuna
4|Gabon
1|Geneva
3|Georgia
32|Germany
1|Germany,
1|Glacier
2|Greece
1|Guam
2|Guinea
1|Hague
1|Haiti
1|Heiberg
1|Helsinki
1|Herentals
1|Herzegovina
1|Hudson
2|Hungary
1|Hungary,
7|India
3|Iran
3|Ireland
1|Island
2|Islands
1|Israel,
5|Istanbul
15|Italy
1|Italy,
7|Japan
1|Jūra
1|Katowice
2|Kazakhstan
1|Kenya
18|Kingdom
1|Kingdom,
1|Kneiff,
2|Korea
1|Kryvyi
4|Leipzig
1|Libya,
2|Lithuania
8|London
6|Los
1|Lost
2|Luxembourg
3|Lyon
1|Maarten,
1|Majorca
1|Menderes
1|Mexico
1|Moldoveanu
1|Mongolia,
1|Mont
1|Montserrat
4|Moscow
1|Mumbai
1|Naval
1|Neman
5|Netherlands
1|Netherlands,
1|Nevis
7|New
5|North
5|Norway
5|Oceania
1|Overijssel
2|Papua
1|Paraguay,
1|Pardo
10|Paris
1|Peak
1|People's
3|Philippines
1|Piloto
4|Poland
2|Portugal
1|Potomac
1|Pripyat
1|Reformation
5|Republic
2|Republic,
1|Rhine
1|Rhodesia
1|Rih
10|River
1|River,
1|Rivne
6|Romania
6|Rome
11|Russia
1|Saarbrücken
1|Saba,
1|Saint-Malo
1|San
1|Senegal
1|Serbia
1|Signal
1|Singapore
1|Sint
2|Slovakia
2|Slovenia
2|Solomon
2|South
2|Soviet
4|Spain
1|Spain,
44|States
1|Sweden
3|Switzerland
1|Switzerland,
2|Syria
1|Taff
1|Taiwan
1|Tanzania
1|Tbilisi
3|Thames
4|The
1|Toulouse
1|Turkey
1|UEFA
1|Ukraine
3|Union
62|United
2|Vatican
1|Venezuela
1|Venezuela,
1|Verde,
1|Wallis
2|Wappo
2|Warsaw
2|Washington,
1|Whalers
165|Where
298|Which
2|Winners'
1|World
1|Yemen
2|Yukon
1|Zambia,
4|Zealand
1|Zürich
101|a
5|administrative
30|and
147|are
1|caliphate
1|d'Ivoire
1|de
288|geographic
2|have
197|in
1|included
314|is
2|language
185|located
206|location
83|locations
149|of
101|part
1|peninsulas
1|region
174|situated
2|terrains
5|territories
2|the
2|their
2|watercourses
