frequency|word
2|(5-methylaminomethyl-2-thiouridylate)
1|(RecF
2|(TorYZ),
1|(adenine(2503)-C(2))-methyltransferase
1|(chelated)
1|(ftsY)
1|(guanine-N(1)-)-methyltransferase
1|(phosphorylating)
1|(thiol)-lyase
1|(ubiquinone)
1|(uracil-O(2)-)-methyltransferase
1|-methyltransferase
36|1
4|1,
1|1,6-diphosphate
1|1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)
2|1-acyl-SN-glycerol-3-phosphate
2|1-acyl-sn-glycerol-3-phosphate
1|1-acylglycerol-3-phosphate
1|1-carboxyvinyltransferase
2|1-deoxy-D-xylulose
1|1-deoxy-D-xylulose-5-phosphate
1|1-phosphofructokinase
3|10
1|10A
2|11
1|113
2|12
1|128
1|13
1|13-beta
1|13-mers
1|138
2|14
1|15
1|16
1|16S
1|17,
1|17-beta-dehydrogenase
1|19
1|1A
1|1A/1B
1|1A1
1|1B
1|1F
1|1L4
31|2
6|2,
1|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate
2|2,4-cyclodiphosphate
1|2,4-dienoyl-CoA
2|2-C-methyl-D-erythritol
1|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine
2|2-epimerase
3|2-isopropylmalate
1|2-ketoacid
1|2-like
1|2-oxoglutarate
1|2-thiouridylase
1|2/3
1|21
1|22
1|22A,
2|23S
1|24
1|26,
1|29
7|2A
3|2A,
1|2A4
1|2B
1|2B19
1|2C
1|2C,
1|2K
1|2T27
12|3
1|3',5'-adenosine
2|3',5'-cyclic
3|3,
1|3-O-sulfotransferase
1|3-deoxy-7-phosphoheptulonate
1|3-deoxy-manno-octulosonate
2|3-hydroxybutyryl-CoA
1|3-like
1|3-methyl-2-oxobutanoate
1|3-oxoacyl-ACP
1|3-phosphate
1|3-phosphoshikimate
11|30S
1|329
1|334
1|34
1|3B,
9|4
1|4,5-bisphosphate
1|4-alpha-glucanotransferase
1|4-deoxy-4-formamido-L-arabinose
2|4-diphosphocytidyl-2C-methyl-D-erythritol
1|4-hydroxy-3-methylbut-2-enyl
1|4-phosphatase
2|4-phosphate
1|40S
1|426
1|47
2|471
1|4A
3|5
1|5'
1|5'-methylthioadenosine
1|5'-monophosphate
2|5'-phosphate
3|5,10-methylenetetrahydrofolate
1|5-dehydrogenase
10|5-hydroxytryptamine
1|5-kinase
1|5-methyltetrahydrofolate--homocysteine
1|5-methyltetrahydropteroyltriglutamate--homocysteine
2|5-phosphate
10|50S
1|52D1
1|54
1|542
1|5`-triphosphate
2|6
1|6-phosphate
1|6-phospho-beta-glucosidase
2|6-phosphofructokinase
1|60
5|60S
1|638
1|66
1|6K6
4|7
1|7-interacting
2|70
4|8
1|8-amino-7-oxononanoate
1|85C
1|88
2|9
1|9,
1|91
1|97
939|?
16|A
1|A/B
1|A/G-specific
1|A2
1|A2a
3|A4
1|AAA
20|ABC
1|ABC-type
1|ACOX1
1|ADK2
1|AFT1
1|AH
1|AHA_0164
1|AHA_0273
1|AHA_0330
1|AHA_0412
1|AHA_0433
1|AHA_0818
1|AHA_1045
1|AHA_1166
1|AHA_1179
2|AHA_1243
1|ALKBH2
1|ANK
1|AP-3
1|APP
1|ARHGEF39
1|ASF1B
2|ATP
10|ATP-binding
12|ATP-dependent
1|ATP10B
10|ATPase
1|Acetylgalactosaminyl-O-glycosyl-glycoprotein
1|Actin-related
1|Activating
1|Activin
1|Adenosine
1|AglA
1|Aifm3
1|AlgP
1|Alpha-synuclein
1|Aminoacyl
3|Amyloid
1|Anaphase-promoting
1|Angiopoietin-related
1|Ans1p
1|Apollo
8|Apoptosis
1|Apoptosis-inducing
1|Aquaporin-1,
1|AraC
1|Arc35p
1|Arf-GAP
1|ArsA
1|Artemin
1|Aryl
1|AsnC
1|Atg16p
1|Atp10p
9|B
1|B8
1|BB_0005
1|BB_0215
1|BB_0278
1|BB_0463
1|BB_0599
1|BB_0667,
1|BB_0717
1|BB_0745
1|BB_U11
1|BC4109
1|BC4326
1|BC4443
1|BC4996
1|BC5209
1|BC5426
1|BCL-6
1|BF1819
1|BF2117
1|BF2262
1|BF2531
1|BF3740
1|BF4001
1|BF4482
1|BF4581
2|BN112_0663
1|BN112_1231
1|BN112_1786
1|BN112_3826
1|BN112_4331
1|BN117_0959
1|BP0840
1|BP2488
1|BP2858
1|BRD8
1|BSU09600
1|BSU12460
1|BSU14060
1|BSU27420
1|BSU34710
1|BSU34870
1|BT9727_3625
1|BT9727_3928
2|BT9727_4311
1|BT9727_4745
1|BT_2757
1|BT_2976
1|BT_3390
1|BT_3636
1|BT_3719
1|BT_3733
1|BT_4088
1|BT_4347
1|BT_4370
1|BT_4386
1|BT_4694
1|BU046
1|BU172
1|BU231
1|BU282
1|BU298
1|BU521
1|Baculoviral
7|Bcl-2
1|Bcl-2,
1|Beta-2
1|Bile
1|Bone
2|Bromodomain-containing
5|C
1|C-C
1|C-X-C
2|C1q
2|C2
1|C4-dicarboxylate
1|CA_C1696
1|CA_C1847
1|CA_C2500
1|CA_C3118
1|CBO0676
1|CBO1337
1|CBU_0609
1|CBU_0688
1|CBU_1346
1|CBU_1400
1|CBU_1442
1|CBU_1970
1|CBU_1993
1|CCR4-NOT
1|CD3
1|CD5
1|CD9
2|CDK5
1|CGG
1|CHRM3
1|CLC_0456
1|CLC_0930
1|CLC_0971
1|CLC_0976
1|CLC_1621?
1|COG6
1|COG8
1|CPT2
1|CT0244
1|CT0653
1|CT0721
1|CT0747
1|CT1111
1|CT1408
1|CT1575
1|CT1639
1|CT1825
1|CT1945
1|CTL0597
1|CTL0600
1|CTL0693
1|CTL0697
1|CT_541
1|CT_714
1|Cadherin-2,
1|Calpain-9
1|Carnitine
1|Catenin
1|Cathepsin
1|Cationic
1|Caur_0323
1|Caur_0529
1|Caur_1373
1|Caur_1530
1|Caur_1688
2|Caur_1696
1|Caur_1843
1|Caur_1926
1|Caur_2908
1|CbiM
3|Centrosomal
1|Chromatin
1|Cj0065c
1|Cj0132
1|Cj0398
1|Cj0437
1|Cj0453
1|Cj1104
1|Cj1197c
