frequency|word
200|?
2|Abdulaziz
1|Abubakari
1|Acevedo
1|Aguilar
1|Akaki
2|Aki
1|Alejandro
2|Ali
2|Allan
1|Alphonso
1|Alves
1|Ana
2|Anatolievič
1|Anderson
1|Andrés
1|Ann
1|Anna-Celina
1|Anne
1|Annemarie
2|Anton
1|Aranzadi
1|Arnau
1|Aṣa
2|Bagnall
1|Baker,
1|Bakker
2|Baran
2|Barjatinskij
1|Barton
1|Bartoš
1|Bell,
2|Beloyartsev
1|Bernard
1|Bianco
1|Bill
1|Blackmer
3|Bob
2|Bonsignore
2|Brace
1|Brian
2|Brooks
1|Brown
2|Burko
2|Burpo
2|Butti
2|Caffort
1|Cameron
2|Camille
1|Carbonero
1|Carl
1|Carlo
1|Carlton
1|Carmelo
1|Carrie
1|Casartelli
2|Cash
1|Celestyn
1|Cepeda
1|Chapelot
5|Charles
2|Chi-Hyo
2|Cho
2|Christian
2|Châteaureynaud
2|Cirilo
1|Claude
1|Clayton
2|Clyde
1|Colquhoun
1|Corrente
2|Crouch
1|Cummings,
1|Curry
1|Daniela
2|Darío
2|David
1|Davis
2|Dessaix
1|Devadze
1|Diego
1|Diehl
2|Dijkstra
1|Dobson
1|Dolezalek
1|Drago
2|Dupin
1|Durmaz
1|Edmilson
1|Eduardo
2|Elgujja
2|Elichagaray
2|Eliézio
2|Elvira
1|Ernest
1|Ethan
2|Evans
2|Fabianesi
1|Fabrice
2|Felix
1|Ferario
2|Ferguson
2|Fernández
1|Filangieri
1|Fontoura
2|Forsell
2|Forthomme
2|Fossas
1|Frances
1|Francesco
1|Frank
1|František
2|Frieder
1|Friedrich
1|Fuentes
1|Gamal
2|Gareth
1|General
2|Georg
1|George
2|Georges-Olivier
2|Gerard
1|Gerardo
2|Giuseppe
1|Gladstone
1|Gosling
2|Graf
3|Graham
1|Grant
2|Grigalashvili
2|Guillaume
2|Göranson
1|Haag
2|Haan
2|Halfpenny
2|Hans
2|Harry
2|Henry
1|Hermann
2|Hjalmar
2|Hopkinson
1|Howard
1|Hughes
1|Hull
2|Iván
2|Jacques
2|Jan
1|Jansen
2|Janus
2|Jason
6|Jean
1|Jean-Baptiste-Moïse
1|Jean-Claude
1|Jean-Louis
1|Jeffrey
1|Jollivet
1|Jorge
2|Jorrand
2|Joseph
1|José
1|Jr.,
1|Juanma
2|Juli
1|Julia
1|Junior
2|József
2|Jānis
2|Kaiser
1|Kamandar
2|Kessler
2|Kevin
2|Kieran
1|Kinsella
1|Klingenberg
1|Kreutzmann
1|La
1|Larreal
2|Leigh
2|Leone
2|Leslie
6|Louis
1|Louise
2|Lucas
1|Lucrecia
1|Lunt
1|M.
1|Madzhidov
1|Malango
2|Mansuy
1|Manuel
1|Margaret
5|Maria
1|Marie
1|Marika
1|Marina
1|Marion
3|Mark
1|Markus
2|Martínez
1|Masahiko
2|Merrienboer
1|Michael
1|Michel
2|Mignon
1|Miguel
1|Milan
1|Mitchell
1|Mohammed
3|Moreno
1|Mubarak
1|Mulder
1|Myślenta
1|Narducci
1|Neoklis
1|Newton
2|Nikhil
1|Olaf
1|Ourumov
1|Padilha
1|Padrón
2|Pavel
1|Payá
2|Peters
2|Petteri
3|Pierre
1|Pilar
2|Preston
1|Pěnčíková
1|Quill
1|Rafael
2|Ramón
2|Reininghaus
1|Rich
2|Richardson
1|Rico
7|Robert
1|Rolf
2|Rosa
1|Roy
1|Ryckeman
1|S.
1|Sakae
1|Salmond
2|Santana
2|Santos
1|Schmid
1|Schwank
2|Sedláček
1|Selinko
2|Sengupta
1|Shafiei
1|Shahin
2|Shaun
2|Sheniqua
2|Shimizu
1|Sidney
2|Sieb
2|Simon
2|Simpson
1|Spasov
1|Spiess
1|Sprandel
2|Stanley
1|Stark
1|Steffen
3|Steve
2|Stilling-Andersen
1|Stringer
1|Suzuki
2|Sverker
1|Sverressøn
1|Svetlana
1|Sylikiotis
1|Szekely
1|Taimei
1|Talita
1|Teun
1|Thaman
1|Thomas
2|Tischler
2|Todua
1|Torre
1|Ubaldo
1|Ulmasova
1|Vabec
1|Vanessa
1|Veneman
2|Viggo
2|Villaverde
1|Visakorpi
2|Vladimir
2|Vucāns
1|Vukcevich
1|Walter
1|Watanabe
1|Watson
2|Weaver
2|Welhaven
2|West
200|Which
2|Windol
1|Zalduegui
2|Zelarrayán
1|Zelma
31|a
160|administrative
37|an
4|and
9|are
44|belong
51|citizenship
31|civilian
3|countries
3|countriesof
84|country
3|den
3|do
41|does
2|former
2|i
37|inhabitant
147|is
37|native
204|of
30|political
6|state
12|territories
180|territory
88|the
44|to
3|van
3|y
1|Éboué
2|Újvári
1|Ōsugi
