frequency|word
200|?
1|Aerican
1|Aiud
2|Albania
1|Albertville
1|Algeria
14|America
1|Angers-Nord-Ouest
1|Arras-Nord
1|Asunción
4|Australia
1|Austria
1|Bahamas
2|Bar-sur-Seine
1|Barcelona
2|Bassée
3|Belgium
1|Bergen
8|Brazil
1|Brindisi
1|Brussels
2|Budapest
1|Bustanico
1|California
1|Canada
1|Carbonia
2|Catalonia
1|Chantilly
1|Chihuahua
1|China
1|Courland
2|Denmark
1|Dieulefit
1|District
1|Duchy
1|East
1|Electoral
3|Empire
8|England
1|Entrevaux
1|Filipstad
2|Finland
15|France
2|France,
1|Gabon
2|Georgia
14|Germany
1|Gloucestershire
1|Guinea
1|Haute-Marne
1|Hauts-de-France
1|Heian-kyō
1|Heidelberg
1|Heijō-kyō
2|Hochfelden
2|Hungary
1|Israel
10|Italy
3|Italy,
1|Ivano-Frankivsk
1|Jamaica
4|Japan
1|Kartli-Kakheti
1|Kassel
1|Kazincbarcika
1|Kimberley
12|Kingdom
1|L'Isle-d'Abeau
2|La
2|Latvia
1|Le
1|Lille
1|London
1|Lorquin
1|Lunel
1|Mashhad
1|Mataró
1|Modena
1|Molise
2|Moscow
1|Mouzon
3|Municipality
1|Nagaoka-kyō,
1|Nepal
6|Netherlands
1|Neuilly-sur-Seine
2|New
1|Orne
1|Osby
1|Ouagadougou
1|Palatinate
1|Papua
1|Paris
1|Parish
1|Pavlohrad
1|People's
2|Peru,
1|Philippines
2|Poland
1|Portugal
1|Province
1|Republic
1|Rhein-Neckar
1|Riga
1|Rouen
2|Russia
2|Russian
1|Saint-Benin-d'Azy
1|Saint-Denis
2|Saint-Ouen
1|Saint-Paulien
1|Saint-Pé-de-Bigorre
1|Sainte-Livrade-sur-Lot
1|Semigallia
1|Serbia
1|Skinnskatteberg
1|Slampe
1|Slovakia
1|Soviet
1|Spain
14|States
1|Stolin
2|Switzerland
1|The
1|Thionville
1|Tokyo
1|Ukraine
1|Ulm
1|Union
21|United
1|Varennes-Vauzelles
1|Varilhes
1|Varzy
1|Vermenton
1|Vigan
1|Vlorë
17|What
183|Which
1|Yugoslavia
1|Zealand
168|administrative
10|and
44|are
107|as
29|associated
31|called
4|canton
165|capital
21|capitals
17|centre
1|cities
10|city
1|comarca
9|consists
1|constituency
6|contains
4|country
1|county
2|definition
1|department
2|district
25|division
6|divisions
1|family
31|french
19|has
7|have
2|human
115|is
31|its
37|known
1|neighborhoods
1|noble
171|of
4|political
1|province
1|raion
2|settlement
3|subdivision
1|subdivisions
42|territories
78|territory
159|the
10|their
29|to
2|unit
2|urban
1|Čačak
1|Šumadija
