frequency|word
1|(Fe-S)-binding
1|(chelated)
10|1
1|1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)
1|10
1|138
2|14
1|1B
5|2
1|2-epimerase
2|2-isopropylmalate
1|23
1|26
3|2A
6|3
1|3-dehydroquinate
1|3-isopropylmalate
3|30S
1|3A
1|3C
1|4
1|42E
2|479
1|48
1|4A
1|4B
1|4Fe-4S
1|4L
1|4Z1
1|5,10-methylenetetrahydrofolate
3|5-hydroxytryptamine
3|50S
1|54
1|6
1|6.8
1|60S
1|6B
1|70
200|?
1|A
1|A,
1|A/B
4|ABC
1|ABC-type
1|AFT1
1|AH
1|AHA_0164
1|AHA_0312
1|AHA_0433
1|AHA_0918
2|AHA_1243
1|ANK
2|AT-rich
1|ATP
3|ATP-binding
1|ATP-dependent
2|ATPase
1|Acetylgalactosaminyl-O-glycosyl-glycoprotein
1|Alpha-1-antitrypsin
1|Alpha-N-acetylgalactosaminide
1|Ankyrin
4|Apoptosis
1|Arf-GAP
1|B
1|BF2531
1|BN117_0959
1|BT9727_0582
1|BT9727_3397,
1|BT9727_3411,
1|BT9727_3812,
1|BT9727_3913,
1|BT9727_3928,
1|BT9727_4009
1|BT9727_4011,
1|BT9727_4706,
1|BT9727_4741
1|BT9727_4909
1|BT9727_5110,
1|BT_3393
1|BT_4347
1|BT_4386
1|BU051
1|BU394
2|Bcl-2
2|Bcl-2,
1|C
1|C,
1|CLC_0976
1|CT1575
2|CT1825
1|CTL0697
1|Cacng8
1|Caur_2908
2|Cc2d2a
1|Chromatin
1|Cj1490c
3|Clp
1|Cls
1|Collagen
2|Cytochrome
5|D(2)
1|D1
1|DLD
4|DNA
2|DNA-binding
2|DRD2,
1|DR_0777
1|Dihydrolipoyl
1|DnaJ
1|E2
3|E3
1|EAE_05765
1|EAE_07320
1|ECF-type
1|ECUMN_0061
1|ECUMN_0305
1|ECUMN_2621
1|ECs3205
2|EGFR
3|Epidermal
1|ExbB
1|ExbD
1|Extended
2|F-box/LRR-repeat
1|FKBP-type
1|FN0803
1|FN1312
1|Fc
3|Fibroblast
1|FtsZ
1|GTP-binding
1|Gla
1|Glycogen
1|GroEL
1|H
2|H4
1|HCCS
1|HI0361
1|HI0574
1|HMPREF0351_10726
1|HMPREF0351_11548
2|HMPREF0421_20640
1|HP0656
2|HP0777
1|HPr
1|HXT3
1|Heat
1|High
1|HisF
2|Histamine
2|I
1|II
1|IIABC
1|IIB
1|IIBC
2|III
1|IQCB1
1|IRE2
1|ISG15
1|Ino4p
1|Iqcg
1|Islr2
1|KPHS_21200
1|Kazal,
1|Kit
1|Kunitz
1|Kv
1|L-aspartate
1|L-lactate
1|L16
1|L2
1|L24
1|L26
1|L4822
1|L93858
2|LA_2202
2|LA_2886
1|LA_3598
1|LBA0965
1|LBA1236
1|LSm10
1|Ly6/PLAUR
1|M
1|MARCH8
1|MRE11A
1|Mast/stem
1|Matrix
1|N,N-dimethylaniline
1|N-(5'-phosphoribosyl)anthranilate
1|N-acetylgalactosaminyltransferase
1|N-acetylmannosamine-6-phosphate
