frequency|word
1|(5-methylaminomethyl-2-thiouridylate)
1|(chelated)
1|(ubiquinone)
13|1
2|1,
1|1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)
2|1-acyl-SN-glycerol-3-phosphate
1|1-acyl-sn-glycerol-3-phosphate
1|1-acylglycerol-3-phosphate
1|11
1|12
1|1A1
7|2
1|2-epimerase
2|2-isopropylmalate
1|2-like
1|2-thiouridylase
1|22
3|2A
1|2B19
1|2C
5|3
4|30S
2|4
1|426
1|47
2|471
2|5'-phosphate
2|5-hydroxytryptamine
3|50S
1|54
1|542
2|60S
1|6K6
2|70
1|85C
1|97
200|?
6|A
1|A2
1|A4
4|ABC
1|ACOX1
1|AFT1
1|AHA_0164
1|AHA_0330
1|AHA_0433
2|AHA_1243
1|ANK
1|APP
4|ATP-binding
2|ATP-dependent
3|ATPase
1|Acetylgalactosaminyl-O-glycosyl-glycoprotein
1|Amyloid
1|Anaphase-promoting
1|Apoptosis
1|Apoptosis-inducing
1|Arf-GAP
1|BB_0278
1|BF2531
1|BF4001
1|BN117_0959
1|BT_4347
1|BT_4386
1|BU172
1|Baculoviral
1|Bcl-2,
2|C1q
2|C2
1|C4-dicarboxylate
1|CA_C3118
1|CBU_1993
2|CDK5
1|CLC_0976
1|CT0653
1|CT1408
1|CT1639
1|CT1825
1|CTL0697
1|CT_541
1|Carnitine
1|Cathepsin
1|Caur_1843
1|Caur_2908
3|Centrosomal
1|Chromatin
1|Cls
3|Coiled-coil
1|Collagen
2|Complement
2|Cytochrome
3|D(2)
5|DNA
1|DNA-binding
1|DPB11
1|DRD2,
1|DR_0754
1|DR_2055
1|DVU1089
2|Dolichol-phosphate
1|Double-strand
1|E3
1|EAE_05765
1|EAE_06240
1|EAE_07320
1|ECF-type
1|ECUMN_0061
2|ECUMN_1584
2|ECUMN_2568
1|EF2070
1|EGFR
2|Epidermal
1|Eukaryotic
1|ExbD
2|F
1|Fibroblast
1|FliM
1|G
1|GDP-fucose
1|GRX2
2|GTP-binding
2|GreB
1|HI0035
1|HI0361
1|HMPREF0421_20568
1|HP0618
1|HXT3
1|HemK
1|HisF
1|Histidine
2|Hug1p
1|I
1|IAP
1|II
1|IIABC
1|IIB
1|III
1|IQ
2|IRE2
1|ISG15
1|Igsf3
1|Ino4p
1|Interleukin-36
1|Isocitrate
1|KAT8
1|Kazal,
1|KefC
1|Kunitz
1|L-aspartate
1|L1
1|L16
1|L26
1|L34
1|L34806
1|L6
1|LA_0890
1|LA_1738
2|LA_2202
1|LBA1236
1|LBA1380
1|LepA
1|M
1|MRE11A
1|MSC_0330
1|MSC_0424
2|MSC_0722
1|MSH6
1|Mb2759c
1|Mb3462c
1|Mfl571
1|Mfl608
1|MnmA
1|N,N-dimethylaniline
1|N-acetylmannosamine-6-phosphate
1|NADH
1|NADH-quinone
2|NGO0262
2|NGO0611
